aX,aY,aZ,gX,gY,gZ
0.601,-0.124,0.031,-71.960,-147.278,-37.170
0.567,-0.000,-0.051,-96.069,-142.456,-55.176
0.554,0.140,-0.101,-114.563,-132.996,-70.313
0.543,0.301,-0.114,-119.873,-118.225,-80.933
0.582,0.404,-0.114,-108.093,-100.220,-85.571
0.656,0.493,-0.109,-99.487,-81.299,-86.243
0.721,0.586,-0.087,-104.187,-60.486,-85.205
0.770,0.646,-0.067,-112.244,-38.391,-82.275
0.761,0.689,-0.020,-118.408,-15.991,-77.820
0.757,0.729,0.052,-120.178,5.737,-70.984
0.776,0.765,0.152,-115.356,25.574,-60.242
0.855,0.836,0.272,-106.506,42.725,-46.997
0.941,0.877,0.427,-92.224,55.115,-30.029
0.980,0.814,0.592,-73.914,62.683,-10.498
0.977,0.667,0.741,-52.185,63.293,8.057
0.941,0.529,0.822,-25.818,57.556,21.179
0.890,0.365,0.833,4.700,48.584,27.771
0.829,0.220,0.789,28.748,37.842,26.978
0.793,0.139,0.717,37.781,27.100,20.447
0.797,0.116,0.634,33.875,18.982,10.803
0.818,0.142,0.561,23.865,13.733,-0.427
0.881,0.142,0.506,11.902,10.681,-10.498
1.230,0.627,1.153,-5.249,3.479,-17.944
1.103,0.784,1.131,-28.076,-24.170,-8.606
0.821,0.582,0.841,-43.030,-55.847,9.644
0.662,0.339,0.685,-47.852,-74.158,16.907
0.693,0.300,0.513,-54.871,-81.238,11.292
0.757,0.407,0.543,-72.510,-79.712,4.517
0.744,0.470,0.506,-94.299,-74.707,2.441
0.729,0.457,0.482,-105.286,-68.848,3.174
0.729,0.443,0.447,-104.492,-60.730,2.869
0.719,0.438,0.451,-100.891,-52.063,2.380
0.688,0.431,0.401,-99.731,-41.870,2.014
0.681,0.454,0.415,-101.624,-29.236,1.648
0.660,0.509,0.385,-101.929,-15.015,0.916
0.623,0.502,0.327,-95.520,-0.244,-0.183
0.615,0.524,0.325,-81.848,16.846,-3.418
0.585,0.504,0.285,-65.552,34.546,-7.324
0.545,0.372,0.262,-51.636,52.063,-13.062
0.569,0.316,0.301,-40.955,67.932,-23.499
0.655,0.404,0.344,-34.241,79.102,-36.621
0.755,0.515,0.388,-35.645,84.961,-45.227
0.831,0.626,0.435,-43.030,86.914,-47.546
0.874,0.720,0.476,-50.110,85.571,-44.983
0.885,0.782,0.510,-53.223,81.360,-38.452
0.859,0.797,0.537,-49.744,75.073,-29.663
0.817,0.780,0.545,-42.236,67.322,-20.081
0.781,0.740,0.547,-34.546,59.265,-10.559
0.765,0.689,0.538,-29.846,50.049,-1.770
0.756,0.646,0.533,-30.029,40.833,5.920
0.758,0.620,0.532,-35.522,29.785,13.123
0.766,0.604,0.531,-43.335,16.357,19.836
0.768,0.582,0.513,-51.453,0.732,26.062
0.763,0.569,0.494,-59.753,-15.259,31.677
0.758,0.558,0.461,-66.589,-31.616,36.804
0.757,0.539,0.427,-69.946,-45.593,41.504
0.758,0.504,0.384,-71.899,-57.495,45.349
0.765,0.471,0.348,-74.280,-66.101,47.913
0.782,0.452,0.325,-75.806,-72.327,49.011
0.789,0.442,0.301,-74.036,-77.515,49.377
0.789,0.438,0.270,-67.932,-82.703,48.401
0.786,0.443,0.245,-59.509,-86.365,46.631
0.782,0.461,0.228,-48.828,-88.562,44.556
0.764,0.466,0.204,-36.316,-90.393,42.725
0.735,0.471,0.185,-27.588,-89.905,42.053
0.706,0.476,0.176,-23.254,-86.670,42.297
0.685,0.482,0.165,-20.691,-83.008,43.396
0.658,0.494,0.165,-19.592,-79.956,44.739
0.651,0.508,0.176,-18.372,-78.247,46.753
0.739,0.839,-0.437,-22.034,-75.928,49.683
0.617,0.498,0.139,-24.841,-56.213,59.204
0.596,0.531,0.299,-23.315,-45.776,61.218
0.646,0.594,0.277,-15.503,-48.950,58.594
0.684,0.659,0.305,-13.855,-46.875,57.373
0.731,0.767,0.313,-8.545,-44.678,57.617
"",,,,,
0.421,0.204,0.500,127.808,-70.679,54.871
0.357,0.285,0.413,22.278,-56.030,50.232
0.474,0.382,0.839,-27.771,-45.349,44.617
0.502,0.704,1.232,-7.019,-58.594,39.795
0.336,0.366,0.751,-20.630,-56.824,34.607
0.362,0.407,0.839,-16.541,-55.359,29.907
0.369,0.481,0.880,-20.020,-50.415,23.926
0.370,0.423,0.783,-25.269,-43.762,18.982
0.396,0.426,0.786,-29.663,-36.499,14.099
0.395,0.404,0.712,-30.396,-28.503,9.888
0.427,0.475,0.785,-30.701,-19.714,5.615
0.454,0.474,0.743,-28.503,-11.047,1.648
0.466,0.476,0.696,-26.306,-2.808,-2.563
0.483,0.487,0.682,-25.940,4.944,-5.920
0.498,0.447,0.617,-24.963,11.841,-9.155
0.534,0.544,0.712,-24.048,17.212,-13.306
0.548,0.530,0.674,-24.475,21.729,-16.846
0.564,0.543,0.671,-25.024,25.940,-20.691
0.555,0.473,0.583,-24.780,28.442,-23.987
0.557,0.497,0.617,-27.588,30.396,-27.710
0.559,0.517,0.617,-29.846,31.433,-31.616
0.568,0.562,0.661,-34.912,32.532,-36.560
0.570,0.595,0.695,-35.767,31.494,-40.283
0.573,0.628,0.720,-34.790,28.381,-42.297
0.580,0.657,0.742,-33.203,23.804,-43.457
0.585,0.683,0.765,-28.809,18.860,-43.945
0.586,0.689,0.770,-20.691,12.207,-44.189
0.584,0.683,0.765,-14.404,6.104,-44.312
0.583,0.675,0.756,-12.939,0.549,-43.823
0.584,0.663,0.736,-15.076,-4.028,-43.152
0.589,0.660,0.712,-20.935,-7.812,-42.664
0.592,0.667,0.692,-27.039,-8.972,-42.664
0.602,0.680,0.684,-28.809,-8.911,-43.518
0.614,0.684,0.679,-24.231,-7.446,-45.105
0.619,0.699,0.676,-16.724,-4.761,-47.180
0.640,0.711,0.672,-8.301,-1.038,-48.035
0.667,0.722,0.678,0.061,3.479,-48.035
0.696,0.731,0.689,10.376,8.484,-47.729
0.725,0.732,0.700,22.156,13.123,-46.875
0.753,0.727,0.720,33.264,17.395,-45.288
0.775,0.714,0.744,44.067,20.325,-43.030
0.789,0.686,0.760,53.101,21.362,-40.405
0.789,0.651,0.766,57.373,20.508,-37.292
0.782,0.611,0.766,55.908,18.738,-34.424
0.773,0.576,0.757,50.354,15.625,-32.715
0.767,0.550,0.744,42.908,11.963,-32.227
0.768,0.536,0.733,36.072,8.057,-32.837
0.765,0.525,0.712,32.898,4.089,-34.546
0.760,0.516,0.691,31.433,1.099,-36.682
0.754,0.512,0.668,30.518,-0.916,-39.063
0.749,0.506,0.642,29.968,-2.136,-41.260
0.750,0.500,0.620,29.968,-2.747,-42.908
0.746,0.493,0.604,30.273,-2.625,-43.884
0.747,0.491,0.599,28.809,-2.502,-44.250
0.752,0.493,0.607,26.672,-2.625,-43.579
0.766,0.491,0.611,25.146,-3.357,-42.236
0.773,0.480,0.615,23.071,-4.272,-40.161
0.771,0.467,0.621,21.118,-5.676,-37.842
0.772,0.451,0.630,17.883,-7.507,-35.339
0.767,0.431,0.635,12.329,-10.315,-32.898
0.762,0.414,0.631,5.615,-13.123,-30.884
0.758,0.402,0.625,-1.892,-15.747,-29.663
0.751,0.401,0.619,-8.118,-17.578,-29.602
0.741,0.410,0.616,-11.414,-19.043,-30.701
0.737,0.424,0.615,-8.911,-19.226,-32.166
0.736,0.434,0.610,1.465,-18.250,-34.119
0.745,0.438,0.604,15.747,-16.846,-36.377
0.764,0.447,0.606,28.870,-14.893,-38.452
0.802,0.455,0.620,38.208,-13.123,-39.185
0.837,0.451,0.645,46.082,-11.719,-38.635
0.860,0.437,0.678,51.697,-11.108,-36.743
0.885,0.415,0.705,52.734,-12.146,-33.936
0.908,0.383,0.721,48.889,-14.160,-31.799
0.926,0.352,0.732,40.833,-16.113,-30.579
0.923,0.335,0.741,28.870,-16.968,-31.555
0.917,0.328,0.745,14.709,-17.456,-33.936
0.916,0.327,0.738,1.282,-16.846,-36.499
0.922,0.339,0.737,-10.437,-14.221,-38.818
0.936,0.355,0.737,-19.226,-10.254,-40.588
0.948,0.373,0.747,-23.315,-4.822,-41.626
0.951,0.391,0.775,-23.132,0.854,-41.504
0.956,0.412,0.807,-19.653,6.165,-40.039
0.974,0.413,0.847,-12.817,10.315,-36.438
0.983,0.392,0.887,-0.244,12.939,-31.921
0.961,0.353,0.917,16.602,13.550,-27.771
0.912,0.283,0.938,30.334,10.925,-24.109
0.856,0.198,0.949,33.813,5.554,-20.874
0.787,0.120,0.954,26.245,-1.526,-18.921
0.722,0.063,0.954,13.062,-9.583,-19.958
0.670,0.032,0.943,2.502,-18.250,-23.926
0.628,0.023,0.927,-3.723,-26.489,-29.724
0.583,0.030,0.910,-6.531,-33.020,-35.339
0.538,0.040,0.893,-5.798,-38.391,-39.734
0.507,0.053,0.882,-1.892,-42.725,-42.542
0.493,0.066,0.875,3.723,-45.593,-43.884
0.489,0.071,0.866,10.681,-48.462,-43.884
0.503,0.072,0.859,19.958,-51.758,-42.847
0.547,0.080,0.849,30.640,-55.176,-41.809
0.583,0.084,0.821,44.189,-59.570,-40.405
0.591,0.071,0.771,59.631,-63.721,-39.001
0.582,0.044,0.717,72.754,-66.162,-38.208
0.565,0.003,0.669,82.031,-66.284,-38.696
0.560,-0.031,0.632,85.144,-64.514,-40.710
0.582,-0.057,0.606,82.092,-62.012,-44.373
0.624,-0.068,0.591,73.975,-59.570,-49.377
0.664,-0.068,0.592,63.171,-57.434,-54.993
0.699,-0.065,0.588,53.040,-56.030,-61.279
0.739,-0.049,0.583,45.532,-56.946,-68.115
0.755,-0.031,0.571,41.260,-57.983,-76.050
0.746,-0.026,0.557,38.330,-59.570,-84.229
0.732,-0.030,0.555,33.630,-61.829,-91.736
0.702,-0.042,0.563,26.672,-64.270,-98.267
0.651,-0.064,0.587,17.578,-67.200,-103.149
0.577,-0.085,0.622,5.554,-70.923,-108.398
0.515,-0.098,0.646,-9.705,-75.806,-114.624
0.480,-0.101,0.652,-29.358,-82.642,-120.789
0.456,-0.090,0.643,-51.697,-89.783,-126.160
0.428,-0.067,0.623,-70.679,-95.398,-131.104
0.397,-0.040,0.600,-83.923,-98.206,-135.620
"",,,,,
-0.181,0.576,0.819,-22.583,-14.893,-34.729
-0.383,-0.006,0.939,-52.795,-24.292,2.869
-0.106,-0.167,0.986,-24.231,-18.127,6.592
0.075,-0.061,1.155,56.824,-8.484,-16.296
-0.027,-0.037,1.112,81.543,-4.578,-26.062
-0.133,-0.161,1.007,70.068,-5.432,-24.170
-0.144,-0.160,0.980,35.339,-3.906,-22.705
-0.095,-0.104,0.964,20.081,0.183,-26.001
-0.069,-0.099,0.933,13.794,5.005,-29.053
-0.072,-0.153,0.898,4.272,9.888,-29.968
-0.057,-0.150,0.858,-10.071,14.587,-31.189
-0.057,-0.117,0.837,-27.893,18.494,-32.654
-0.079,-0.072,0.849,-44.250,21.973,-33.630
-0.085,-0.005,0.906,-52.612,23.499,-35.095
-0.103,0.173,0.969,-48.523,24.109,-37.170
-0.140,0.647,0.993,-42.053,23.865,-34.058
-0.170,0.837,1.024,-44.495,22.278,-16.357
-0.104,0.521,1.043,-39.124,20.935,10.437
-0.008,0.155,1.003,-10.254,23.010,27.344
-0.004,0.003,0.970,19.226,28.320,29.541
-0.055,-0.002,0.980,31.006,34.119,25.879
-0.105,-0.030,0.989,29.724,36.987,24.292
-0.104,-0.052,0.917,26.428,38.330,24.414
-0.093,-0.047,0.885,30.884,43.396,26.917
-0.095,-0.044,0.892,40.405,48.828,28.442
-0.070,-0.049,0.901,62.561,47.546,25.146
-0.009,-0.077,0.880,104.492,38.635,16.479
0.130,-0.067,0.874,156.189,25.146,3.174
0.096,-0.087,0.915,201.965,13.000,-9.521
0.046,-0.150,0.956,227.966,3.845,-17.151
0.082,-0.196,0.972,225.220,-2.014,-20.752
0.069,-0.135,1.001,208.435,-6.958,-20.996
0.046,-0.098,1.039,196.045,-12.207,-18.188
0.047,-0.180,1.033,201.111,-18.677,-13.367
0.074,-0.301,0.969,215.576,-25.818,-8.118
0.129,-0.452,0.886,226.990,-32.776,-4.028
0.128,-0.486,0.831,217.896,-39.368,0.366
0.045,-0.414,0.817,189.453,-44.678,6.775
-0.071,-0.325,0.826,157.532,-51.453,16.357
-0.514,-0.862,1.333,113.647,-58.105,27.283
-0.436,-0.773,1.475,-11.597,-52.063,35.095
-0.332,-0.642,1.272,-94.666,-43.945,32.532
-0.149,-0.445,0.929,-111.572,-38.086,16.418
-0.079,-0.452,0.770,-95.642,-30.457,-4.517
-0.224,-0.603,0.888,-76.599,-25.208,-28.076
-0.331,-0.737,1.112,-73.669,-26.062,-52.490
-0.354,-0.710,1.225,-94.849,-32.776,-72.510
-0.444,-0.681,1.116,-112.854,-41.260,-82.520
-0.290,-0.414,1.121,-95.764,-51.880,-78.674
-0.113,-0.424,1.187,-100.647,-65.186,-60.364
0.003,-0.359,1.109,-117.615,-77.393,-36.682
-0.125,-0.388,0.921,-107.544,-84.229,-10.559
-0.199,-0.430,0.840,-67.627,-89.722,23.376
-0.230,-0.333,0.909,-21.423,-90.881,59.753
-0.320,-0.140,0.964,-5.005,-81.421,90.332
-0.319,0.299,1.155,-1.465,-62.073,116.089
-0.266,0.866,1.491,29.907,-39.673,143.066
-0.347,0.573,1.150,102.722,-23.193,175.781
-0.218,0.423,0.968,163.513,-9.521,205.200
-0.121,0.411,0.801,173.401,3.906,226.685
-0.001,0.095,0.484,161.804,12.939,244.995
0.227,-0.579,0.090,114.502,18.127,258.301
0.059,-2.176,0.183,-44.495,34.424,254.761
-0.088,-1.019,0.593,-129.272,65.063,195.801
-0.000,-0.735,1.066,-106.995,85.632,128.113
0.022,-0.718,1.098,-85.449,77.637,79.712
0.096,-0.490,1.009,-63.599,52.917,31.616
0.109,-0.345,1.054,-29.968,25.146,-9.277
0.041,-0.309,1.096,1.160,-2.869,-33.691
-0.034,-0.338,1.102,15.320,-28.503,-43.274
-0.084,-0.340,1.052,8.728,-47.913,-43.213
-0.096,-0.299,1.030,-10.559,-58.289,-37.476
-0.096,-0.216,1.002,-27.771,-61.279,-29.358
-0.110,-0.158,0.993,-35.522,-58.228,-20.325
-0.103,-0.150,1.001,-31.433,-50.659,-11.292
-0.120,-0.170,1.045,-23.926,-40.100,-2.319
-0.165,-0.189,1.079,-17.212,-27.344,7.324
-0.197,-0.232,1.096,-20.386,-14.038,17.273
-0.214,-0.263,1.127,-30.640,-1.343,26.062
-0.222,-0.279,1.172,-40.466,8.850,31.921
-0.213,-0.277,1.211,-54.077,15.747,34.973
-0.179,-0.279,1.197,-71.655,16.907,35.828
-0.148,-0.247,1.176,-87.158,14.160,34.729
-0.128,-0.204,1.152,-95.825,7.690,32.349
-0.117,-0.167,1.131,-97.351,-1.282,28.870
-0.109,-0.158,1.101,-96.191,-12.024,26.611
-0.100,-0.153,1.082,-95.642,-22.461,24.963
-0.091,-0.129,1.043,-96.924,-31.494,23.987
-0.090,-0.089,1.012,-100.403,-37.598,24.536
-0.101,-0.043,1.003,-102.661,-41.565,26.245
-0.107,-0.006,0.991,-99.670,-42.664,29.419
-0.074,0.020,0.976,-98.877,-41.992,33.569
-0.052,0.023,0.943,-102.234,-38.208,38.452
-0.059,0.035,0.921,-113.098,-32.349,43.152
-0.074,0.062,0.913,-127.563,-23.376,47.607
-0.111,0.094,0.917,-139.771,-13.245,51.880
-0.136,0.129,0.905,-146.362,-3.540,55.786
-0.138,0.161,0.901,-143.433,5.798,59.143
-0.100,0.123,0.890,-140.320,15.442,61.890
-0.059,0.082,0.847,-146.057,24.597,63.171
-0.019,0.075,0.770,-160.278,33.569,62.805
0.016,0.099,0.708,-177.917,42.053,61.584
0.025,0.176,0.667,-190.491,48.645,60.425
0.024,0.255,0.627,-189.514,53.894,59.631
0.042,0.288,0.623,-178.894,57.861,59.998
0.046,0.278,0.609,-162.720,62.256,60.791
0.029,0.240,0.603,-150.208,68.787,61.646
0.019,0.185,0.595,-145.020,76.050,62.805
0.010,0.166,0.621,-142.212,84.351,62.805
-0.009,0.171,0.673,-136.780,91.980,62.012
-0.025,0.188,0.735,-127.258,97.961,61.035
0.002,0.205,0.789,-117.737,102.661,59.265
0.042,0.206,0.839,-116.577,104.431,56.519
0.054,0.212,0.875,-124.573,105.469,52.551
0.086,0.218,0.886,-137.085,105.103,46.448
0.114,0.241,0.897,-153.442,102.600,38.086
0.085,0.279,0.892,-170.715,99.182,28.381
0.017,0.357,0.896,-184.875,94.604,17.395
-0.020,0.419,0.907,-188.110,86.487,6.226
"",,,,,
0.085,1.589,0.785,-218.201,19.592,-82.031
0.075,1.588,0.794,-206.421,19.287,-77.942
0.069,1.624,0.789,-202.087,16.541,-79.529
0.011,1.597,0.717,-205.505,10.071,-80.261
-0.073,1.557,0.591,-208.313,3.723,-77.393
-0.147,1.557,0.515,-202.209,-0.122,-69.885
-0.196,1.600,0.469,-192.566,0.610,-57.434
-0.198,1.644,0.371,-188.843,5.066,-40.405
-0.148,1.628,0.248,-182.739,15.076,-21.301
-0.054,1.479,0.172,-169.983,28.625,-3.662
-0.015,1.267,0.162,-162.292,38.269,11.353
0.020,0.936,0.164,-177.856,36.560,26.428
0.035,0.664,0.107,-235.779,20.020,41.321
-0.005,0.513,-0.186,-331.360,-6.714,57.068
-0.006,0.521,-0.642,-436.035,-31.555,73.364
-0.050,0.701,-1.041,-510.254,-43.457,87.097
-0.179,0.906,-1.344,-525.879,-41.138,95.276
-0.361,1.156,-1.456,-509.216,-29.236,99.548
-0.540,1.333,-1.468,-481.506,-16.602,102.051
-0.564,1.406,-1.428,-440.552,-6.042,102.051
-0.477,1.515,-1.281,-396.362,-0.366,97.351
-0.355,1.483,-1.115,-333.069,-0.671,88.379
-0.269,1.377,-0.939,-253.906,-7.874,75.195
-0.275,1.306,-0.886,-191.650,-23.499,61.462
-0.267,1.263,-0.946,-142.944,-40.344,51.392
-0.312,1.179,-0.986,-93.994,-49.011,45.349
-0.332,1.060,-0.989,-46.692,-45.227,42.664
-0.281,0.911,-1.018,-17.029,-32.104,41.992
-0.280,0.833,-1.089,-2.991,-14.893,41.077
-0.262,0.765,-1.166,8.301,1.953,39.063
-0.208,0.698,-1.190,22.339,15.137,35.156
-0.128,0.612,-1.186,30.701,20.569,29.053
-0.102,0.525,-1.179,25.330,17.212,20.813
-0.132,0.495,-1.195,8.301,7.141,12.512
-0.143,0.500,-1.239,-12.207,-3.235,6.042
-0.148,0.552,-1.237,-26.123,-11.047,2.930
-0.131,0.576,-1.196,-27.161,-15.442,1.953
-0.123,0.602,-1.097,-20.203,-17.883,1.282
-0.139,0.628,-0.974,-14.282,-21.179,0.610
-0.154,0.631,-0.890,-8.972,-26.245,-0.549
-0.178,0.649,-0.841,-7.507,-31.433,-3.296
-0.200,0.663,-0.840,-9.033,-34.973,-6.042
-0.225,0.687,-0.845,-8.179,-34.790,-8.118
-0.210,0.697,-0.817,-3.845,-30.273,-9.216
-0.185,0.692,-0.764,2.441,-24.841,-10.254
-0.166,0.670,-0.722,6.531,-20.203,-10.864
-0.156,0.647,-0.716,1.648,-17.639,-10.803
-0.161,0.646,-0.746,-8.850,-16.785,-8.423
-0.146,0.662,-0.777,-15.991,-16.479,-4.395
-0.144,0.677,-0.800,-16.296,-15.503,1.343
-0.137,0.695,-0.811,-12.207,-13.550,8.057
-0.110,0.704,-0.802,-6.409,-11.414,14.160
-0.095,0.703,-0.795,0.305,-9.094,17.761
-0.097,0.708,-0.791,4.761,-7.690,18.921
-0.101,0.712,-0.801,8.362,-6.775,18.127
-0.088,0.704,-0.806,13.062,-5.676,15.686
-0.065,0.695,-0.798,15.259,-4.395,12.207
-0.054,0.690,-0.816,12.695,-3.113,8.667
-0.046,0.691,-0.848,8.911,-1.526,6.226
-0.031,0.694,-0.863,9.277,-0.610,4.639
-0.027,0.698,-0.861,12.085,-0.366,2.747
-0.026,0.710,-0.863,14.160,-3.540,1.831
-0.032,0.735,-0.866,17.822,-8.118,1.526
-0.033,0.742,-0.864,24.231,-12.878,2.014
-0.023,0.738,-0.849,32.654,-17.578,2.869
-0.029,0.721,-0.834,41.138,-20.996,3.357
-0.053,0.685,-0.815,46.265,-22.583,3.174
-0.081,0.656,-0.791,47.363,-21.606,1.160
-0.104,0.644,-0.785,42.603,-19.226,-1.709
-0.109,0.656,-0.802,33.813,-14.954,-4.944
-0.110,0.674,-0.815,27.161,-8.484,-7.935
-0.104,0.692,-0.802,24.231,-2.930,-10.559
-0.091,0.712,-0.790,23.987,-0.488,-12.451
-0.076,0.730,-0.782,25.269,-0.549,-13.794
-0.061,0.745,-0.770,27.649,-3.601,-14.587
-0.049,0.721,-0.743,30.090,-7.263,-13.794
-0.059,0.710,-0.729,27.771,-10.620,-11.475
-0.062,0.708,-0.730,21.484,-13.367,-6.531
-0.047,0.703,-0.724,16.418,-13.000,-0.610
-0.041,0.692,-0.704,11.475,-9.827,5.798
-0.061,0.694,-0.693,3.723,-6.042,11.475
-0.078,0.710,-0.706,-5.310,-3.052,15.747
-0.076,0.740,-0.734,-11.475,-0.122,18.738
-0.075,0.760,-0.741,-13.245,2.930,19.348
-0.087,0.778,-0.735,-9.644,4.211,18.677
-0.085,0.789,-0.728,-3.662,4.395,16.357
-0.068,0.795,-0.717,2.625,4.395,13.062
-0.060,0.786,-0.702,9.094,3.174,9.399
-0.062,0.769,-0.695,14.221,2.319,5.005
-0.066,0.753,-0.700,16.235,1.160,1.587
-0.062,0.725,-0.714,15.808,0.671,-0.244
-0.060,0.692,-0.717,14.465,0.610,-1.038
-0.050,0.683,-0.713,11.108,0.793,-0.793
-0.036,0.694,-0.729,5.127,0.916,1.587
-0.025,0.707,-0.755,0.000,1.343,5.554
-0.012,0.710,-0.760,-0.793,1.160,10.498
0.001,0.707,-0.758,0.854,1.282,14.893
-0.007,0.703,-0.758,0.610,-0.977,18.799
-0.021,0.698,-0.765,-0.244,-3.906,21.912
-0.032,0.702,-0.766,-1.282,-7.996,24.231
-0.046,0.703,-0.763,-1.221,-12.268,26.001
-0.060,0.704,-0.756,-0.427,-16.174,28.015
-0.065,0.705,-0.739,1.221,-19.348,29.602
-0.050,0.699,-0.718,2.991,-21.240,31.433
-0.038,0.695,-0.702,3.479,-23.193,33.203
-0.038,0.698,-0.684,3.662,-24.475,35.583
-0.035,0.702,-0.674,4.211,-25.696,38.269
-0.050,0.718,-0.688,4.456,-27.222,41.016
-0.055,0.719,-0.705,5.859,-28.381,43.213
-0.051,0.714,-0.699,11.169,-28.015,44.006
-0.054,0.697,-0.672,16.541,-28.259,42.847
-0.058,0.683,-0.652,17.212,-29.907,41.016
-0.050,0.690,-0.649,13.000,-32.715,39.246
-0.034,0.700,-0.670,8.118,-35.950,38.879
-0.042,0.719,-0.689,5.798,-39.307,40.039
-0.043,0.725,-0.687,6.836,-43.091,43.274
-0.039,0.727,-0.686,9.705,-46.875,47.913
-0.086,0.736,-0.696,11.902,-50.598,53.101
-0.112,0.723,-0.702,15.991,-53.528,57.739
"",,,,,
0.221,1.895,-0.587,-278.931,-93.567,-64.636
0.100,2.045,-0.536,-278.687,-80.994,-42.664
-0.027,2.073,-0.373,-260.864,-63.843,-31.006
-0.157,1.992,-0.179,-230.774,-45.959,-30.945
-0.185,1.895,-0.066,-205.750,-32.837,-41.321
-0.177,1.836,-0.128,-186.279,-25.269,-56.458
-0.181,1.802,-0.286,-163.696,-21.545,-69.214
-0.091,1.688,-0.419,-129.822,-17.456,-77.332
-0.010,1.612,-0.517,-99.121,-14.099,-82.275
0.015,1.521,-0.644,-85.022,-12.268,-80.811
0.064,1.417,-0.692,-72.510,-7.507,-74.036
0.081,1.393,-0.672,-61.157,-0.427,-63.416
0.094,1.367,-0.667,-58.105,6.958,-47.974
0.133,1.329,-0.667,-57.861,14.709,-29.297
0.177,1.281,-0.664,-55.969,22.400,-10.986
0.200,1.220,-0.645,-53.162,26.733,4.517
0.195,1.178,-0.674,-52.979,25.391,16.479
0.173,1.148,-0.731,-50.537,20.630,24.963
0.135,1.100,-0.771,-41.809,15.930,30.579
0.114,1.010,-0.774,-29.907,13.672,33.325
0.089,0.934,-0.743,-23.743,11.780,32.166
0.032,0.852,-0.730,-24.292,9.338,26.489
-0.043,0.823,-0.726,-29.846,7.019,16.724
-0.100,0.849,-0.736,-37.415,7.080,6.042
-0.132,0.901,-0.738,-41.321,11.292,-2.258
-0.157,0.955,-0.715,-39.490,19.897,-8.728
-0.153,1.012,-0.677,-34.119,30.457,-13.367
-0.129,1.052,-0.652,-27.588,39.795,-15.686
-0.105,1.061,-0.620,-18.311,47.485,-15.686
-0.076,1.043,-0.590,-9.033,52.002,-14.465
-0.035,1.005,-0.570,-2.380,52.490,-13.733
-0.003,0.965,-0.528,-0.061,49.377,-14.099
0.036,0.933,-0.541,-4.822,41.321,-15.320
0.063,0.930,-0.577,-10.620,30.273,-15.991
0.073,0.937,-0.610,-11.780,19.409,-15.137
0.091,0.939,-0.613,-8.179,12.146,-12.329
0.090,0.930,-0.594,-4.456,5.859,-7.324
0.072,0.916,-0.574,-1.465,0.549,-1.831
0.065,0.903,-0.568,0.610,-3.784,3.296
0.066,0.917,-0.559,0.793,-7.141,7.446
0.054,0.896,-0.545,1.648,-8.545,10.681
0.031,0.864,-0.516,3.662,-8.850,11.536
0.025,0.849,-0.498,3.601,-9.705,11.047
0.014,0.848,-0.504,0.366,-10.864,9.827
-0.008,0.850,-0.517,-4.150,-10.498,7.935
-0.030,0.848,-0.518,-6.714,-9.644,6.348
-0.046,0.848,-0.518,-7.385,-7.935,4.333
-0.051,0.852,-0.515,-8.240,-6.409,2.930
-0.049,0.859,-0.516,-8.911,-3.540,1.587
-0.046,0.864,-0.513,-8.911,-0.488,0.366
-0.044,0.856,-0.503,-7.263,2.380,-0.183
-0.032,0.849,-0.490,-5.066,5.249,-0.610
-0.005,0.848,-0.478,-4.578,6.226,-1.160
0.001,0.852,-0.472,-3.662,6.226,-1.343
-0.003,0.849,-0.466,-2.258,5.066,-0.122
0.000,0.848,-0.456,-0.854,2.686,1.221
-0.002,0.850,-0.455,-0.488,-0.244,2.991
-0.016,0.857,-0.460,-0.732,-3.357,5.310
-0.022,0.866,-0.471,-1.099,-6.042,8.118
-0.021,0.865,-0.480,0.305,-6.409,11.414
-0.022,0.856,-0.480,2.136,-5.066,13.428
-0.022,0.854,-0.481,2.991,-2.808,14.587
-0.023,0.846,-0.486,2.136,-0.793,14.771
-0.026,0.854,-0.495,1.709,1.160,14.160
-0.024,0.851,-0.493,2.563,2.563,13.672
-0.027,0.853,-0.485,5.005,3.235,13.000
-0.035,0.847,-0.474,7.751,2.930,11.963
-0.039,0.826,-0.458,10.620,1.831,11.169
-0.032,0.802,-0.443,11.536,1.160,9.888
-0.028,0.789,-0.439,9.949,0.305,7.019
-0.028,0.783,-0.441,7.446,-0.061,3.845
-0.034,0.783,-0.448,5.981,0.122,1.343
-0.042,0.784,-0.453,5.188,0.610,-0.488
-0.055,0.790,-0.454,5.188,0.854,-1.221
-0.067,0.810,-0.464,5.554,2.258,-1.099
-0.074,0.830,-0.474,4.456,2.625,-0.366
-0.072,0.857,-0.482,3.967,4.517,0.732
-0.051,0.881,-0.479,3.601,7.019,2.258
-0.027,0.903,-0.472,3.113,8.972,4.272
-0.008,0.924,-0.470,1.038,10.010,6.409
0.015,0.946,-0.481,-1.038,9.827,8.179
0.026,0.960,-0.492,-2.075,7.202,10.254
0.029,0.968,-0.500,-1.526,4.822,11.841
0.032,0.973,-0.509,0.244,1.465,13.672
0.031,0.970,-0.521,2.380,-1.099,15.137
0.030,0.959,-0.530,5.615,-2.808,16.296
0.046,0.964,-0.517,9.399,-3.418,16.174
0.044,0.921,-0.512,10.925,-3.845,15.015
0.022,0.908,-0.534,10.803,-3.967,13.611
